-12.66300	-11.05110	12.80000
-11.90630	-11.05110	12.80000
-11.14950	-11.05110	12.80000
-10.39270	-11.05110	12.80000
-9.63597	-11.05110	12.80000
-8.87920	-11.05110	12.80000
-8.12244	-11.05110	12.80000
-7.36567	-11.05110	12.80000
-6.60891	-11.05110	12.80000
-5.85215	-11.05110	12.80000
-5.09538	-11.05110	12.80000
-4.33862	-11.05110	12.80000
-3.58185	-11.05110	12.80000
-2.82509	-11.05110	12.80000
-2.06832	-11.05110	12.80000
-1.31156	-11.05110	12.80000
-0.55480	-11.05110	12.80000
0.20197	-11.05110	12.80000
0.95873	-11.05110	12.80000
1.71550	-11.05110	12.80000
2.47226	-11.05110	12.80000
3.22903	-11.05110	12.80000
3.98579	-11.05110	12.80000
4.74256	-11.05110	12.80000
5.49932	-11.05110	12.80000
6.25608	-11.05110	12.80000
7.01285	-11.05110	12.80000
7.76961	-11.05110	12.80000
8.52638	-11.05110	11.80000
9.28314	-11.05110	12.80000
10.03990	-11.05110	11.80000
10.79670	-11.05110	11.80000
-12.66300	-10.39830	12.80000
-11.90630	-10.39830	12.80000
-11.14950	-10.39830	12.80000
-10.39270	-10.39830	12.80000
-9.63597	-10.39830	12.80000
-8.87920	-10.39830	12.80000
-8.12244	-10.39830	12.80000
-7.36567	-10.39830	12.80000
-6.60891	-10.39830	12.80000
-5.85215	-10.39830	12.80000
-5.09538	-10.39830	12.80000
-4.33862	-10.39830	12.80000
-3.58185	-10.39830	12.80000
-2.82509	-10.39830	12.80000
-2.06832	-10.39830	12.80000
-1.31156	-10.39830	12.80000
-0.55480	-10.39830	12.80000
0.20197	-10.39830	12.80000
0.95873	-10.39830	12.80000
1.71550	-10.39830	12.80000
2.47226	-10.39830	12.80000
3.22903	-10.39830	12.80000
3.98579	-10.39830	12.80000
4.74256	-10.39830	12.80000
5.49932	-10.39830	12.80000
6.25608	-10.39830	12.80000
7.01285	-10.39830	12.80000
7.76961	-10.39830	11.80000
8.52638	-10.39830	11.80000
9.28314	-10.39830	9.10000
10.03990	-10.39830	12.80000
10.79670	-10.39830	11.80000
-12.66300	-9.74549	12.80000
-11.90630	-9.74549	12.80000
-11.14950	-9.74549	12.80000
-10.39270	-9.74549	12.80000
-9.63597	-9.74549	12.80000
-8.87920	-9.74549	12.80000
-8.12244	-9.74549	12.80000
-7.36567	-9.74549	12.80000
-6.60891	-9.74549	12.80000
-5.85215	-9.74549	12.80000
-5.09538	-9.74549	12.80000
-4.33862	-9.74549	12.80000
-3.58185	-9.74549	12.80000
-2.82509	-9.74549	12.80000
-2.06832	-9.74549	12.80000
-1.31156	-9.74549	12.80000
-0.55480	-9.74549	12.80000
0.20197	-9.74549	12.80000
0.95873	-9.74549	12.80000
1.71550	-9.74549	12.80000
2.47226	-9.74549	12.80000
3.22903	-9.74549	12.80000
3.98579	-9.74549	12.80000
4.74256	-9.74549	12.80000
5.49932	-9.74549	12.80000
6.25608	-9.74549	11.80000
7.01285	-9.74549	12.80000
7.76961	-9.74549	12.80000
8.52638	-9.74549	12.80000
9.28314	-9.74549	12.80000
10.03990	-9.74549	12.80000
10.79670	-9.74549	12.80000
-12.66300	-9.09270	12.80000
-11.90630	-9.09270	12.80000
-11.14950	-9.09270	12.80000
-10.39270	-9.09270	12.80000
-9.63597	-9.09270	12.80000
-8.87920	-9.09270	12.80000
-8.12244	-9.09270	12.80000
-7.36567	-9.09270	12.80000
-6.60891	-9.09270	12.80000
-5.85215	-9.09270	12.80000
-5.09538	-9.09270	12.80000
-4.33862	-9.09270	12.80000
-3.58185	-9.09270	11.80000
-2.82509	-9.09270	12.80000
-2.06832	-9.09270	12.80000
-1.31156	-9.09270	12.80000
-0.55480	-9.09270	12.80000
0.20197	-9.09270	12.80000
0.95873	-9.09270	12.80000
1.71550	-9.09270	12.80000
2.47226	-9.09270	12.80000
3.22903	-9.09270	12.80000
3.98579	-9.09270	12.80000
4.74256	-9.09270	12.80000
5.49932	-9.09270	11.80000
6.25608	-9.09270	11.80000
7.01285	-9.09270	12.80000
7.76961	-9.09270	12.80000
8.52638	-9.09270	11.80000
